Categoria do Produto,Filial,Nome do Produto,Preço do Produto (R$),Quantidade em Estoque,Data da Venda
Eletrodomésticos,Filial 2,Pó compacto,90.79,67,INDISPONIVEL
Eletrônicos,Filial 10,Batom matte,12.13,65,INDISPONIVEL
Roupas,Filial 2,Batom líquido,20.25,5,INDISPONIVEL
Eletrônicos,Filial 5,Blush em pó,6.79,22,INDISPONIVEL
Roupas,Filial 7,Base líquida,20.55,4,INDISPONIVEL
Alimentos,Filial 7,Blush em pó,75.69,29,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,50.04,12,INDISPONIVEL
Eletrodomésticos,Filial 9,Corretivo,75.08,88,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,26.16,64,INDISPONIVEL
Eletrodomésticos,Filial 3,Sombra de olhos,87.54,44,INDISPONIVEL
Eletrodomésticos,Filial 1,Pó compacto,66.13,38,INDISPONIVEL
Roupas,Filial 9,Máscara de cílios,64.95,25,INDISPONIVEL
Eletrônicos,Filial 9,Delineador líquido,59.43,28,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,17.21,52,INDISPONIVEL
Eletrodomésticos,Filial 5,Delineador líquido,94.58,56,INDISPONIVEL
Alimentos,Filial 9,Máscara de cílios,93.53,70,INDISPONIVEL
Eletrônicos,Filial 8,Corretivo,48.52,89,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,33.94,35,INDISPONIVEL
Roupas,Filial 7,Blush em pó,67.29,97,INDISPONIVEL
Alimentos,Filial 3,Base líquida,42.44,13,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom líquido,34.73,69,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,96.6,74,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom matte,79.2,76,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,15.97,84,INDISPONIVEL
Roupas,Filial 9,Pó compacto,71.68,85,INDISPONIVEL
Roupas,Filial 7,Corretivo,41.54,14,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,74.23,95,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,31.9,49,INDISPONIVEL
Roupas,Filial 7,Sombra de olhos,37.03,34,INDISPONIVEL
Alimentos,Filial 6,Batom matte,29.87,98,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,30.9,48,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,78.52,94,INDISPONIVEL
Alimentos,Filial 6,Corretivo,54.58,73,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,55.01,88,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,41.59,91,INDISPONIVEL
Roupas,Filial 5,Sombra de olhos,54.66,46,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,91.82,53,INDISPONIVEL
Eletrônicos,Filial 1,Máscara de cílios,42.43,10,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,93.04,67,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,94.21,9,INDISPONIVEL
Alimentos,Filial 8,Batom líquido,19.77,60,INDISPONIVEL
Roupas,Filial 5,Delineador líquido,39.58,21,INDISPONIVEL
Eletrodomésticos,Filial 7,Base líquida,23.82,55,INDISPONIVEL
Eletrônicos,Filial 3,Corretivo,7.74,89,INDISPONIVEL
Eletrônicos,Filial 1,Base líquida,19.2,82,INDISPONIVEL
Eletrônicos,Filial 4,Base líquida,34.55,12,INDISPONIVEL
Roupas,Filial 4,Pó compacto,34.5,49,INDISPONIVEL
Alimentos,Filial 4,Batom líquido,16.52,2,INDISPONIVEL
Eletrodomésticos,Filial 7,Delineador líquido,98.35,21,INDISPONIVEL
Roupas,Filial 8,Lápis de sobrancelha,26.16,53,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,34.34,98,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,78.41,37,INDISPONIVEL
Roupas,Filial 8,Sombra de olhos,86.8,75,INDISPONIVEL
Roupas,Filial 2,Blush em pó,82.45,75,INDISPONIVEL
Alimentos,Filial 2,Lápis de sobrancelha,38.77,24,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom líquido,56.4,50,INDISPONIVEL
Roupas,Filial 6,Corretivo,14.7,60,INDISPONIVEL
Alimentos,Filial 6,Batom matte,96.17,67,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,42.08,30,INDISPONIVEL
Alimentos,Filial 8,Batom líquido,24.84,26,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,22.54,12,INDISPONIVEL
Roupas,Filial 3,Batom líquido,96.07,44,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,47.74,19,INDISPONIVEL
Roupas,Filial 9,Batom matte,23.09,65,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,64.69,52,INDISPONIVEL
Eletrônicos,Filial 8,Corretivo,69.23,64,INDISPONIVEL
Eletrônicos,Filial 8,Batom matte,82.45,85,INDISPONIVEL
Eletrônicos,Filial 8,Batom matte,3.86,85,INDISPONIVEL
Roupas,Filial 2,Pó compacto,28.04,60,INDISPONIVEL
Eletrônicos,Filial 10,Corretivo,38.22,37,INDISPONIVEL
Roupas,Filial 4,Corretivo,95.16,56,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,41.26,55,INDISPONIVEL
Eletrônicos,Filial 9,Batom líquido,55.22,27,INDISPONIVEL
Alimentos,Filial 4,Máscara de cílios,46.83,43,INDISPONIVEL
Alimentos,Filial 1,Lápis de sobrancelha,81.35,90,INDISPONIVEL
Eletrônicos,Filial 10,Corretivo,40.48,79,INDISPONIVEL
Alimentos,Filial 4,Lápis de sobrancelha,1.17,47,INDISPONIVEL
Eletrodomésticos,Filial 8,Delineador líquido,98.47,37,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,53.6,33,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,12.93,13,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,3.02,22,INDISPONIVEL
Roupas,Filial 8,Corretivo,50.45,72,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,23.39,76,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,44.4,43,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,99.93,51,INDISPONIVEL
Eletrodomésticos,Filial 5,Sombra de olhos,3.02,25,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,34.35,79,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,44.55,50,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,34.51,1,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,7.89,2,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,66.89,55,INDISPONIVEL
Roupas,Filial 3,Corretivo,14.07,86,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,63.08,79,INDISPONIVEL
Eletrodomésticos,Filial 4,Sombra de olhos,62.2,29,INDISPONIVEL
Roupas,Filial 9,Sombra de olhos,97.17,81,INDISPONIVEL
Eletrodomésticos,Filial 7,Batom líquido,87.52,34,INDISPONIVEL
Alimentos,Filial 2,Corretivo,25.55,8,INDISPONIVEL
Alimentos,Filial 7,Batom líquido,74.78,77,INDISPONIVEL
Eletrônicos,Filial 4,Lápis de sobrancelha,23.88,98,INDISPONIVEL
Roupas,Filial 9,Base líquida,43.91,91,INDISPONIVEL
Eletrônicos,Filial 1,Máscara de cílios,23.46,96,INDISPONIVEL
Eletrodomésticos,Filial 10,Lápis de sobrancelha,52.15,38,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom líquido,74.7,33,INDISPONIVEL
Roupas,Filial 10,Batom matte,44.81,21,INDISPONIVEL
Roupas,Filial 3,Pó compacto,48.41,16,INDISPONIVEL
Eletrônicos,Filial 10,Batom líquido,29.93,27,INDISPONIVEL
Roupas,Filial 10,Batom líquido,72.6,82,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom líquido,37.49,58,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,78.39,33,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,96.01,64,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,25.69,57,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,2.11,12,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,13.85,36,INDISPONIVEL
Eletrônicos,Filial 2,Batom matte,6.28,15,INDISPONIVEL
Roupas,Filial 3,Blush em pó,38.74,80,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,26.62,34,INDISPONIVEL
Eletrônicos,Filial 3,Batom matte,25.57,87,INDISPONIVEL
Roupas,Filial 10,Batom matte,60.55,71,INDISPONIVEL
Eletrônicos,Filial 4,Batom matte,21.53,72,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,73.09,91,INDISPONIVEL
Eletrônicos,Filial 5,Delineador líquido,38.0,6,INDISPONIVEL
Eletrônicos,Filial 3,Sombra de olhos,63.85,23,INDISPONIVEL
Eletrônicos,Filial 7,Blush em pó,99.52,70,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,93.6,4,INDISPONIVEL
Alimentos,Filial 3,Blush em pó,96.94,33,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,56.41,87,INDISPONIVEL
Roupas,Filial 7,Corretivo,94.61,84,INDISPONIVEL
Eletrônicos,Filial 3,Batom matte,15.61,7,INDISPONIVEL
Alimentos,Filial 9,Delineador líquido,47.17,99,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,14.41,81,INDISPONIVEL
Alimentos,Filial 2,Base líquida,54.08,50,INDISPONIVEL
Alimentos,Filial 7,Sombra de olhos,86.66,94,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,70.87,15,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,47.2,91,INDISPONIVEL
Alimentos,Filial 3,Corretivo,96.01,3,INDISPONIVEL
Alimentos,Filial 4,Base líquida,53.23,39,INDISPONIVEL
Alimentos,Filial 5,Delineador líquido,70.14,51,INDISPONIVEL
Eletrodomésticos,Filial 9,Base líquida,81.48,68,INDISPONIVEL
Eletrodomésticos,Filial 7,Base líquida,44.56,58,INDISPONIVEL
Roupas,Filial 10,Batom matte,35.57,91,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,42.93,77,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,64.65,15,INDISPONIVEL
Alimentos,Filial 6,Base líquida,21.47,23,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom matte,60.76,32,INDISPONIVEL
Eletrodomésticos,Filial 2,Base líquida,81.53,2,INDISPONIVEL
Roupas,Filial 6,Batom líquido,23.13,62,INDISPONIVEL
Eletrônicos,Filial 6,Lápis de sobrancelha,9.04,50,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,41.28,19,INDISPONIVEL
Alimentos,Filial 9,Corretivo,80.42,32,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,72.02,39,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,85.01,95,INDISPONIVEL
Eletrodomésticos,Filial 8,Sombra de olhos,71.94,78,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,84.21,79,INDISPONIVEL
Roupas,Filial 7,Base líquida,44.68,5,INDISPONIVEL
Roupas,Filial 7,Batom líquido,38.13,27,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,49.03,69,INDISPONIVEL
Alimentos,Filial 7,Pó compacto,8.53,38,INDISPONIVEL
Eletrônicos,Filial 4,Lápis de sobrancelha,13.2,48,INDISPONIVEL
Alimentos,Filial 10,Corretivo,37.26,14,INDISPONIVEL
Roupas,Filial 6,Batom matte,99.95,45,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,78.94,52,INDISPONIVEL
Alimentos,Filial 2,Lápis de sobrancelha,78.24,60,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,53.64,37,INDISPONIVEL
Roupas,Filial 1,Pó compacto,75.31,78,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,48.96,84,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,62.95,2,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,18.52,86,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,40.52,77,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,29.78,37,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,12.52,64,INDISPONIVEL
Eletrodomésticos,Filial 1,Pó compacto,13.36,72,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,38.74,63,INDISPONIVEL
Eletrônicos,Filial 10,Sombra de olhos,73.48,82,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,8.21,83,INDISPONIVEL
Roupas,Filial 9,Batom matte,38.72,98,INDISPONIVEL
Alimentos,Filial 8,Base líquida,77.06,72,INDISPONIVEL
Alimentos,Filial 8,Batom matte,39.47,97,INDISPONIVEL
Roupas,Filial 5,Corretivo,63.48,15,INDISPONIVEL
Alimentos,Filial 3,Batom matte,16.38,36,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,93.83,20,INDISPONIVEL
Eletrodomésticos,Filial 3,Blush em pó,78.12,99,INDISPONIVEL
Roupas,Filial 1,Lápis de sobrancelha,87.91,50,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,6.37,62,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,30.55,19,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,15.05,53,INDISPONIVEL
Eletrodomésticos,Filial 4,Sombra de olhos,90.46,34,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,73.7,82,INDISPONIVEL
Eletrodomésticos,Filial 5,Máscara de cílios,18.36,35,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,74.71,3,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,27.77,26,INDISPONIVEL
Roupas,Filial 10,Sombra de olhos,20.59,24,INDISPONIVEL
Alimentos,Filial 7,Máscara de cílios,73.67,30,INDISPONIVEL
Roupas,Filial 9,Blush em pó,15.88,3,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,61.68,47,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,82.26,26,INDISPONIVEL
Roupas,Filial 10,Blush em pó,84.16,48,INDISPONIVEL
Roupas,Filial 9,Batom matte,92.67,46,INDISPONIVEL
Roupas,Filial 5,Blush em pó,7.52,72,INDISPONIVEL
Roupas,Filial 7,Blush em pó,29.08,15,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,36.93,49,INDISPONIVEL
Alimentos,Filial 9,Sombra de olhos,87.74,11,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,46.94,19,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,36.05,68,INDISPONIVEL
Eletrodomésticos,Filial 5,Pó compacto,97.34,48,INDISPONIVEL
Eletrodomésticos,Filial 8,Corretivo,84.84,81,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom líquido,36.59,37,INDISPONIVEL
Roupas,Filial 3,Batom matte,37.75,95,INDISPONIVEL
Eletrônicos,Filial 7,Base líquida,83.5,69,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,62.14,70,INDISPONIVEL
Roupas,Filial 4,Batom matte,90.73,71,INDISPONIVEL
Roupas,Filial 10,Base líquida,39.88,86,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,76.3,28,INDISPONIVEL
Eletrônicos,Filial 7,Pó compacto,93.96,70,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,78.2,85,INDISPONIVEL
Eletrodomésticos,Filial 7,Lápis de sobrancelha,99.65,82,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,42.65,91,INDISPONIVEL
Roupas,Filial 6,Delineador líquido,9.02,89,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,20.35,14,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,85.12,74,INDISPONIVEL
Eletrodomésticos,Filial 6,Sombra de olhos,44.63,92,INDISPONIVEL
Eletrônicos,Filial 8,Base líquida,42.56,68,INDISPONIVEL
Alimentos,Filial 10,Sombra de olhos,21.37,51,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,82.96,93,INDISPONIVEL
Roupas,Filial 6,Pó compacto,63.22,24,INDISPONIVEL
Alimentos,Filial 9,Máscara de cílios,73.58,39,INDISPONIVEL
Roupas,Filial 1,Batom matte,6.6,23,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,29.03,2,INDISPONIVEL
Alimentos,Filial 6,Base líquida,86.25,67,INDISPONIVEL
Roupas,Filial 3,Batom líquido,31.93,55,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,77.77,12,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,45.39,88,INDISPONIVEL
Eletrodomésticos,Filial 3,Delineador líquido,58.66,57,INDISPONIVEL
Alimentos,Filial 8,Máscara de cílios,53.23,7,INDISPONIVEL
Alimentos,Filial 9,Blush em pó,93.83,16,INDISPONIVEL
Eletrodomésticos,Filial 7,Pó compacto,58.78,5,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,74.34,93,INDISPONIVEL
Alimentos,Filial 3,Lápis de sobrancelha,25.12,42,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,57.07,46,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,95.41,61,INDISPONIVEL
Roupas,Filial 2,Sombra de olhos,85.71,3,INDISPONIVEL
Roupas,Filial 4,Sombra de olhos,32.93,40,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,68.03,26,INDISPONIVEL
Roupas,Filial 5,Blush em pó,92.69,7,INDISPONIVEL
Roupas,Filial 4,Blush em pó,53.14,3,INDISPONIVEL
Roupas,Filial 6,Batom matte,38.07,50,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,82.06,5,INDISPONIVEL
Alimentos,Filial 6,Lápis de sobrancelha,64.8,98,INDISPONIVEL
Eletrônicos,Filial 6,Lápis de sobrancelha,29.55,3,INDISPONIVEL
Eletrodomésticos,Filial 5,Corretivo,97.31,18,INDISPONIVEL
Roupas,Filial 1,Blush em pó,32.51,98,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,34.02,24,INDISPONIVEL
Roupas,Filial 7,Pó compacto,82.6,90,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,55.95,26,INDISPONIVEL
Alimentos,Filial 5,Corretivo,88.09,62,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,4.03,35,INDISPONIVEL
Eletrodomésticos,Filial 5,Sombra de olhos,24.32,36,INDISPONIVEL
Alimentos,Filial 7,Batom matte,86.22,33,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,92.57,50,INDISPONIVEL
Eletrônicos,Filial 2,Pó compacto,6.67,15,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,89.54,93,INDISPONIVEL
Eletrônicos,Filial 3,Base líquida,16.77,54,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,95.89,19,INDISPONIVEL
Roupas,Filial 3,Sombra de olhos,96.63,40,INDISPONIVEL
Alimentos,Filial 5,Batom líquido,70.48,86,INDISPONIVEL
Roupas,Filial 7,Corretivo,34.84,85,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,81.57,6,INDISPONIVEL
Eletrodomésticos,Filial 9,Pó compacto,38.54,93,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,37.14,57,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,38.19,22,INDISPONIVEL
Roupas,Filial 6,Blush em pó,26.8,41,INDISPONIVEL
Eletrodomésticos,Filial 4,Blush em pó,71.43,50,INDISPONIVEL
Eletrodomésticos,Filial 7,Corretivo,49.14,4,INDISPONIVEL
Roupas,Filial 8,Blush em pó,60.48,3,INDISPONIVEL
Roupas,Filial 1,Batom matte,10.73,38,INDISPONIVEL
Roupas,Filial 3,Delineador líquido,44.79,7,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,61.98,29,INDISPONIVEL
Eletrodomésticos,Filial 4,Lápis de sobrancelha,71.34,65,INDISPONIVEL
Eletrodomésticos,Filial 8,Blush em pó,35.13,98,INDISPONIVEL
Roupas,Filial 3,Corretivo,87.83,80,INDISPONIVEL
Roupas,Filial 1,Pó compacto,49.7,43,INDISPONIVEL
Roupas,Filial 1,Base líquida,92.18,79,INDISPONIVEL
Alimentos,Filial 6,Máscara de cílios,12.76,38,INDISPONIVEL
Eletrodomésticos,Filial 6,Corretivo,71.01,95,INDISPONIVEL
Eletrônicos,Filial 10,Batom matte,39.76,75,INDISPONIVEL
Alimentos,Filial 7,Delineador líquido,63.67,73,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,65.56,66,INDISPONIVEL
Alimentos,Filial 1,Delineador líquido,79.52,93,INDISPONIVEL
Alimentos,Filial 2,Batom matte,43.67,33,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,30.81,88,INDISPONIVEL
Roupas,Filial 9,Batom líquido,94.08,38,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,49.94,78,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,70.09,5,INDISPONIVEL
Alimentos,Filial 7,Delineador líquido,86.28,3,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,42.27,29,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,84.13,65,INDISPONIVEL
Roupas,Filial 7,Sombra de olhos,14.96,90,INDISPONIVEL
Eletrodomésticos,Filial 9,Corretivo,27.62,64,INDISPONIVEL
Eletrônicos,Filial 2,Máscara de cílios,77.46,59,INDISPONIVEL
Alimentos,Filial 5,Corretivo,69.86,45,INDISPONIVEL
Roupas,Filial 1,Batom líquido,75.33,34,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,39.48,84,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,7.47,10,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,62.92,73,INDISPONIVEL
Roupas,Filial 1,Sombra de olhos,88.69,54,INDISPONIVEL
Roupas,Filial 7,Batom líquido,65.11,78,INDISPONIVEL
Alimentos,Filial 7,Corretivo,10.78,42,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,34.36,70,INDISPONIVEL
Alimentos,Filial 1,Base líquida,42.02,58,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,40.28,37,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,79.21,97,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,77.55,29,INDISPONIVEL
Alimentos,Filial 9,Corretivo,41.06,80,INDISPONIVEL
Eletrônicos,Filial 9,Lápis de sobrancelha,95.36,24,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,70.35,58,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,19.7,12,INDISPONIVEL
Eletrodomésticos,Filial 10,Blush em pó,10.86,38,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,2.04,47,INDISPONIVEL
Eletrônicos,Filial 7,Lápis de sobrancelha,66.58,31,INDISPONIVEL
Alimentos,Filial 2,Delineador líquido,86.3,63,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,94.66,77,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,92.92,51,INDISPONIVEL
Eletrônicos,Filial 8,Batom matte,73.47,29,INDISPONIVEL
Alimentos,Filial 8,Delineador líquido,90.62,8,INDISPONIVEL
Alimentos,Filial 7,Delineador líquido,37.44,34,INDISPONIVEL
Eletrodomésticos,Filial 2,Lápis de sobrancelha,36.69,16,INDISPONIVEL
Roupas,Filial 4,Delineador líquido,92.52,5,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,98.1,68,INDISPONIVEL
Eletrodomésticos,Filial 2,Corretivo,44.32,35,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,82.9,4,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,83.79,67,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,92.04,99,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,14.85,38,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,6.77,29,INDISPONIVEL
Roupas,Filial 1,Lápis de sobrancelha,73.77,26,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,5.93,18,INDISPONIVEL
Roupas,Filial 6,Batom matte,84.23,25,INDISPONIVEL
Eletrônicos,Filial 9,Corretivo,68.82,27,INDISPONIVEL
Alimentos,Filial 8,Máscara de cílios,35.92,69,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,59.04,80,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,24.74,12,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,78.78,34,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,96.09,72,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,90.67,96,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,20.2,53,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,81.49,18,INDISPONIVEL
Roupas,Filial 1,Batom líquido,85.49,56,INDISPONIVEL
Eletrodomésticos,Filial 5,Delineador líquido,91.79,48,INDISPONIVEL
Eletrodomésticos,Filial 6,Base líquida,51.25,46,INDISPONIVEL
Eletrodomésticos,Filial 7,Pó compacto,51.83,59,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,14.51,38,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,13.02,26,INDISPONIVEL
Roupas,Filial 10,Batom matte,23.35,41,INDISPONIVEL
Alimentos,Filial 10,Batom matte,71.86,14,INDISPONIVEL
Roupas,Filial 10,Corretivo,92.99,13,INDISPONIVEL
Roupas,Filial 2,Batom matte,66.09,36,INDISPONIVEL
Eletrodomésticos,Filial 3,Sombra de olhos,65.72,48,INDISPONIVEL
Eletrônicos,Filial 3,Base líquida,81.52,50,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,33.24,9,INDISPONIVEL
Roupas,Filial 2,Pó compacto,82.48,14,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,14.97,89,INDISPONIVEL
Eletrônicos,Filial 8,Sombra de olhos,37.78,52,INDISPONIVEL
Alimentos,Filial 3,Blush em pó,93.89,32,INDISPONIVEL
Roupas,Filial 6,Batom líquido,39.32,57,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,91.42,65,INDISPONIVEL
Roupas,Filial 3,Blush em pó,5.06,24,INDISPONIVEL
Eletrodomésticos,Filial 3,Delineador líquido,11.21,31,INDISPONIVEL
Roupas,Filial 7,Batom matte,14.2,42,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,60.61,18,INDISPONIVEL
Alimentos,Filial 8,Delineador líquido,4.7,58,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom matte,33.46,48,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,96.62,86,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,59.07,60,INDISPONIVEL
Eletrodomésticos,Filial 6,Sombra de olhos,15.63,68,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,76.87,50,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,71.5,57,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,34.09,32,INDISPONIVEL
Eletrônicos,Filial 10,Delineador líquido,71.1,84,INDISPONIVEL
Roupas,Filial 2,Base líquida,76.89,87,INDISPONIVEL
